text,created_at,lat,lon,place,coordinates,location,polarity,sentiment,emotion,party
It is done! #ivoted #election2016 #lakewood #lakewoodohio @ Mudd Library Center https://t.co/QfC493nT70,11/8/2016 14:02,39.386858,-76.55093946,"Place(name='Parkville', _api=<tweepy.api.API object at 0x110ec6630>, url='https://api.twitter.com/1.1/geo/id/3382e2a4c2b3fd91.json', full_name='Parkville, MD', place_type='city', country_code='US', attributes={}, country='United States', bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x110ec6630>, coordinates=[[[-76.58223, 39.3715664], [-76.5200946, 39.3715664], [-76.5200946, 39.402079], [-76.58223, 39.402079]]], type='Polygon'), contained_within=[], id='3382e2a4c2b3fd91')","{'coordinates': [-76.55093946, 39.386858], 'type': 'Point'}",Baltimore Md,0.108836579,negative,Fear,Election
It is done. #bulliesarentleaders #chingatupelo #imwithher #govote #election2016 @ Ganges Twp Hall https://t.co/3604t4Vt2t,11/8/2016 14:01,38.5395564,-75.0551806,"Place(name='Bethany Beach', _api=<tweepy.api.API object at 0x110ec6630>, url='https://api.twitter.com/1.1/geo/id/dd8187a700611fbe.json', full_name='Bethany Beach, DE', place_type='city', country_code='US', attributes={}, country='United States', bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x110ec6630>, coordinates=[[[-75.0817959, 38.531717], [-75.053465, 38.531717], [-75.053465, 38.545989], [-75.0817959, 38.545989]]], type='Polygon'), contained_within=[], id='dd8187a700611fbe')","{'coordinates': [-75.0551806, 38.5395564], 'type': 'Point'}",Bethany Beach DE,0.108836579,negative,Fear,Hillary
It is done. #election2016 #getoutthevote #exerciseyourright… https://t.co/SnuJetIfBC,11/8/2016 14:01,33.81835691,-84.376666,"Place(name='Atlanta', _api=<tweepy.api.API object at 0x110ec6630>, url='https://api.twitter.com/1.1/geo/id/8173485c72e78ca5.json', full_name='Atlanta, GA', place_type='city', country_code='US', attributes={}, country='United States', bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x110ec6630>, coordinates=[[[-84.576827, 33.6475029], [-84.289385, 33.6475029], [-84.289385, 33.8868859], [-84.576827, 33.8868859]]], type='Polygon'), contained_within=[], id='8173485c72e78ca5')","{'coordinates': [-84.376666, 33.81835691], 'type': 'Point'}","Atlanta, Ga",0.108836579,negative,Joy,Election
It is finished! #thebeardhasspoken #election2016 #election #vote #voting #ivoted #voteforpedro… https://t.co/tnmwGM6ffh,11/8/2016 14:01,36.0867233,-80.2419926,"Place(name='Winston-Salem', _api=<tweepy.api.API object at 0x110ec6630>, url='https://api.twitter.com/1.1/geo/id/24a53a1880093fa9.json', full_name='Winston-Salem, NC', place_type='city', country_code='US', attributes={}, country='United States', bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x110ec6630>, coordinates=[[[-80.389019, 35.9341262], [-80.100949, 35.9341262], [-80.100949, 36.240211], [-80.389019, 36.240211]]], type='Polygon'), contained_within=[], id='24a53a1880093fa9')","{'coordinates': [-80.2419926, 36.0867233], 'type': 'Point'}",,0.108836579,negative,Fear,Election
"It is the eve of #Election2016 and our nation, for the first time in its 200+ history, is poised… https://t.co/ltuJ3ZTU6N",11/8/2016 14:01,29.72310772,-95.50070505,"Place(name='Houston', _api=<tweepy.api.API object at 0x110ec6630>, url='https://api.twitter.com/1.1/geo/id/1c69a67ad480e1b1.json', full_name='Houston, TX', place_type='city', country_code='US', attributes={}, country='United States', bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x110ec6630>, coordinates=[[[-95.823268, 29.522325], [-95.069705, 29.522325], [-95.069705, 30.1546646], [-95.823268, 30.1546646]]], type='Polygon'), contained_within=[], id='1c69a67ad480e1b1')","{'coordinates': [-95.50070505, 29.72310772], 'type': 'Point'}","Houston, TX",0.055728215,negative,Sadness,Election
"It is time! By the way, this album rips. #election2016 #electionday #usa #sodom #decisionday… https://t.co/8qYI5cADSk",11/8/2016 14:01,31.76017093,-106.4855885,"Place(name='El Paso', _api=<tweepy.api.API object at 0x110ec6630>, url='https://api.twitter.com/1.1/geo/id/6a0a3474d8c5113c.json', full_name='El Paso, TX', place_type='city', country_code='US', attributes={}, country='United States', bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x110ec6630>, coordinates=[[[-106.634874, 31.6206683], [-106.199987, 31.6206683], [-106.199987, 31.966068], [-106.634874, 31.966068]]], type='Polygon'), contained_within=[], id='6a0a3474d8c5113c')","{'coordinates': [-106.4855885, 31.76017093], 'type': 'Point'}","El Paso, TX",0.474579401,negative,Fear,Election
"It was a stressful morning, but I voted!  #ivoted #imwithher #election2016 @ Good Shepherd… https://t.co/jmrFnmJ4SV",11/8/2016 14:00,40,-100,"Place(name='Kansas', _api=<tweepy.api.API object at 0x110ec6630>, url='https://api.twitter.com/1.1/geo/id/27c45d804c777999.json', full_name='Kansas, USA', place_type='admin', country_code='US', attributes={}, country='United States', bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x110ec6630>, coordinates=[[[-102.051769, 36.9931101], [-94.588081, 36.9931101], [-94.588081, 40.003282], [-102.051769, 40.003282]]], type='Polygon'), contained_within=[], id='27c45d804c777999')","{'coordinates': [-100.0, 40.0], 'type': 'Point'}",f/138,0.474579401,negative,Sadness,Hillary
Its #election2016 #electionday &amp; your vote matters ! Go get ya #fuckdonaldtrump tee on… https://t.co/KQGH7IEKuw,11/8/2016 13:53,37.5383,-77.4615,"Place(name='Richmond', _api=<tweepy.api.API object at 0x110ec6630>, url='https://api.twitter.com/1.1/geo/id/00f751614d8ce37b.json', full_name='Richmond, VA', place_type='city', country_code='US', attributes={}, country='United States', bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x110ec6630>, coordinates=[[[-77.601044, 37.447046], [-77.385297, 37.447046], [-77.385297, 37.61272], [-77.601044, 37.61272]]], type='Polygon'), contained_within=[], id='00f751614d8ce37b')","{'coordinates': [-77.4615, 37.5383], 'type': 'Point'}",the grace period,0.055728215,negative,Joy,Trump
It's #election2016 day and Carrie decided to feed Tom and Foxy. The boys felt there was much for… https://t.co/WrOH5Ahf0S,11/8/2016 14:00,25.6954803,-80.1636276,"Place(name='Key Biscayne', _api=<tweepy.api.API object at 0x110ec6630>, url='https://api.twitter.com/1.1/geo/id/6c5881f3b67f1d3a.json', full_name='Key Biscayne, FL', place_type='city', country_code='US', attributes={}, country='United States', bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x110ec6630>, coordinates=[[[-80.178736, 25.664881], [-80.146468, 25.664881], [-80.146468, 25.728994], [-80.178736, 25.728994]]], type='Polygon'), contained_within=[], id='6c5881f3b67f1d3a')","{'coordinates': [-80.1636276, 25.6954803], 'type': 'Point'}",Key Biscayne/Miami,0.108836579,negative,Joy,Election
It's #electionday ! 👍🏼☑️🇺🇸 Get out and rock it! #vote #election2016 ❤️💙 #imwithher 💙❤️… https://t.co/oHZlJGGgoX,11/8/2016 13:59,33.99663345,-84.16106984,"Place(name='Duluth', _api=<tweepy.api.API object at 0x110ec6630>, url='https://api.twitter.com/1.1/geo/id/ed71ac127b7ac5a2.json', full_name='Duluth, GA', place_type='city', country_code='US', attributes={}, country='United States', bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x110ec6630>, coordinates=[[[-84.1846574, 33.9659532], [-84.083328, 33.9659532], [-84.083328, 34.0507225], [-84.1846574, 34.0507225]]], type='Polygon'), contained_within=[], id='ed71ac127b7ac5a2')","{'coordinates': [-84.16106984, 33.99663345], 'type': 'Point'}",NORTH GEORGIA,0.038419792,negative,Sadness,Hillary
It's #ElectionDay everyone get out and vote! 🇺🇸 #Election2016 #Trump #Trump2016 #TrumpTrain… https://t.co/zTVVQaQzFZ,11/8/2016 13:59,28.60192736,-81.20068533,"Place(name='University', _api=<tweepy.api.API object at 0x110ec6630>, url='https://api.twitter.com/1.1/geo/id/01f196c135e37b16.json', full_name='University, FL', place_type='city', country_code='US', attributes={}, country='United States', bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x110ec6630>, coordinates=[[[-81.2244846, 28.56471], [-81.170066, 28.56471], [-81.170066, 28.61218], [-81.2244846, 28.61218]]], type='Polygon'), contained_within=[], id='01f196c135e37b16')","{'coordinates': [-81.20068533, 28.60192736], 'type': 'Point'}","Orlando, FL",0.512035707,negative,Sadness,Trump
"Its #Time
Stand behind your predetermined candidate 
#election2016 #electionday2016 #election… https://t.co/yzQaBVwx9j",11/8/2016 13:53,40.8894,-73.83112,"Place(name='Bronx', _api=<tweepy.api.API object at 0x110ec6630>, url='https://api.twitter.com/1.1/geo/id/002e24c6736f069d.json', full_name='Bronx, NY', place_type='city', country_code='US', attributes={}, country='United States', bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x110ec6630>, coordinates=[[[-73.933612, 40.785365], [-73.765271, 40.785365], [-73.765271, 40.91533], [-73.933612, 40.91533]]], type='Polygon'), contained_within=[], id='002e24c6736f069d')","{'coordinates': [-73.83112, 40.8894], 'type': 'Point'}","Bronx, NY",0.926848254,negative,Surprise,Election
It's a first. Waited 48 minutes to vote this year. #ivoted #election2016 @ Cincinnati Northside https://t.co/vW8n2p9lLV,11/8/2016 13:59,41.06767736,-73.52175581,"Place(name='Stamford', _api=<tweepy.api.API object at 0x110ec6630>, url='https://api.twitter.com/1.1/geo/id/468bfe7c705fbc37.json', full_name='Stamford, CT', place_type='city', country_code='US', attributes={}, country='United States', bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x110ec6630>, coordinates=[[[-73.606436, 41.016898], [-73.501758, 41.016898], [-73.501758, 41.179771], [-73.606436, 41.179771]]], type='Polygon'), contained_within=[], id='468bfe7c705fbc37')","{'coordinates': [-73.52175581, 41.06767736], 'type': 'Point'}",On a plane... ✈♓️,0.108836579,negative,Sadness,Election
It's a major award. #election2016 @ AAFD Station 21 https://t.co/2EbRka9VDJ,11/8/2016 13:58,37.13020788,-93.29844489,"Place(name='Missouri', _api=<tweepy.api.API object at 0x110ec6630>, url='https://api.twitter.com/1.1/geo/id/2526edd24c06e60c.json', full_name='Missouri, USA', place_type='admin', country_code='US', attributes={}, country='United States', bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x110ec6630>, coordinates=[[[-95.774704, 35.995476], [-89.098843, 35.995476], [-89.098843, 40.613641], [-95.774704, 40.613641]]], type='Polygon'), contained_within=[], id='2526edd24c06e60c')","{'coordinates': [-93.29844489, 37.13020788], 'type': 'Point'}","Springfield, MO",0.926848254,negative,Joy,Election
Its all together now in the hood #election2016 #RIPODB👐 @ Baruch… https://t.co/yAN7f7Jn4x,11/8/2016 13:53,42.97294121,-85.76899353,"Place(name='Walker', _api=<tweepy.api.API object at 0x110ec6630>, url='https://api.twitter.com/1.1/geo/id/c9d8828f259682c3.json', full_name='Walker, MI', place_type='city', country_code='US', attributes={}, country='United States', bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x110ec6630>, coordinates=[[[-85.787954, 42.915342], [-85.661793, 42.915342], [-85.661793, 43.059577], [-85.787954, 43.059577]]], type='Polygon'), contained_within=[], id='c9d8828f259682c3')","{'coordinates': [-85.76899353, 42.97294121], 'type': 'Point'}","Grand Rapids, MI",0.512035707,negative,Fear,Election
It's been real 🙌🏼 #election2016 @ Wells Community Academy High School https://t.co/eBmaWBMcfx,11/8/2016 13:58,27.8660393,-82.6325836,"Place(name='Gandy', _api=<tweepy.api.API object at 0x110ec6630>, url='https://api.twitter.com/1.1/geo/id/42898e73140fc276.json', full_name='Gandy, FL', place_type='city', country_code='US', attributes={}, country='United States', bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x110ec6630>, coordinates=[[[-82.63717, 27.856937], [-82.5825183, 27.856937], [-82.5825183, 27.890859], [-82.63717, 27.890859]]], type='Polygon'), contained_within=[], id='42898e73140fc276')","{'coordinates': [-82.6325836, 27.8660393], 'type': 'Point'}","St. Petersburg, FL",0.926848254,negative,Fear,Election
"It's E-Day people! Get out and #vote #election2016 🇺🇸 @ Williamsburg, Brooklyn https://t.co/QjejkCt28W",11/8/2016 13:58,41.75867422,-72.74189882,"Place(name='West Hartford', _api=<tweepy.api.API object at 0x110ec6630>, url='https://api.twitter.com/1.1/geo/id/485ebc6dbebdbf32.json', full_name='West Hartford, CT', place_type='city', country_code='US', attributes={}, country='United States', bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x110ec6630>, coordinates=[[[-72.786564, 41.717959], [-72.713899, 41.717959], [-72.713899, 41.806675], [-72.786564, 41.806675]]], type='Polygon'), contained_within=[], id='485ebc6dbebdbf32')","{'coordinates': [-72.74189882, 41.75867422], 'type': 'Point'}",,0.055728215,negative,Sadness,Election
It's Election Day!   #goodmorning #america #vote #todayistheday #election2016 @ Plum Consignment https://t.co/sxmlkocnn2,11/8/2016 13:58,42.79943155,-83.62238318,"Place(name='Holly', _api=<tweepy.api.API object at 0x110ec6630>, url='https://api.twitter.com/1.1/geo/id/00c6d4b264dab4fe.json', full_name='Holly, MI', place_type='city', country_code='US', attributes={}, country='United States', bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x110ec6630>, coordinates=[[[-83.659922, 42.776081], [-83.576711, 42.776081], [-83.576711, 42.81845], [-83.659922, 42.81845]]], type='Polygon'), contained_within=[], id='00c6d4b264dab4fe')","{'coordinates': [-83.62238318, 42.79943155], 'type': 'Point'}","Holly,Mi",0.108836579,negative,Fear,Election
It's Election Day! Go out and vote! ⭐️🇺🇸⭐️ #election2016 #govote #electionday… https://t.co/zTFtHeFvrI,11/8/2016 13:58,38.87013,-76.85083,"Place(name='Largo', _api=<tweepy.api.API object at 0x110ec6630>, url='https://api.twitter.com/1.1/geo/id/19f2fcdf0d209467.json', full_name='Largo, MD', place_type='city', country_code='US', attributes={}, country='United States', bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x110ec6630>, coordinates=[[[-76.862926, 38.866446], [-76.802692, 38.866446], [-76.802692, 38.898322], [-76.862926, 38.898322]]], type='Polygon'), contained_within=[], id='19f2fcdf0d209467')","{'coordinates': [-76.85083, 38.87013], 'type': 'Point'}",look behind you..,0.108836579,negative,Joy,Election
"It's ELECTION DAY, America!
 VOTE · VOTE · VOTE · VOTE

#vote #election2016 #electionday… https://t.co/lqI1yQDD0f",11/8/2016 13:58,39.998,-75.1448,"Place(name='Philadelphia', _api=<tweepy.api.API object at 0x110ec6630>, url='https://api.twitter.com/1.1/geo/id/e4a0d228eb6be76b.json', full_name='Philadelphia, PA', place_type='city', country_code='US', attributes={}, country='United States', bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x110ec6630>, coordinates=[[[-75.280284, 39.871811], [-74.955712, 39.871811], [-74.955712, 40.13792], [-75.280284, 40.13792]]], type='Polygon'), contained_within=[], id='e4a0d228eb6be76b')","{'coordinates': [-75.1448, 39.998], 'type': 'Point'}","Philadelphia, PA",0.108836579,negative,Joy,Election
"It's election day, so go vote and then… Have a cookie! #election2016 #done #donutparty @… https://t.co/3D3n4ZN3ld",11/8/2016 13:58,42.46733443,-83.5845765,"Place(name='Michigan', _api=<tweepy.api.API object at 0x110ec6630>, url='https://api.twitter.com/1.1/geo/id/67d92742f1ebf307.json', full_name='Michigan, USA', place_type='admin', country_code='US', attributes={}, country='United States', bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x110ec6630>, coordinates=[[[-90.4181075, 41.696088], [-82.122971, 41.696088], [-82.122971, 48.306272], [-90.4181075, 48.306272]]], type='Polygon'), contained_within=[], id='67d92742f1ebf307')","{'coordinates': [-83.5845765, 42.46733443], 'type': 'Point'}",Detroit,0.108836579,negative,Fear,Election
"IT'S FINALLY HERE - #ELECTION2016! 🙌🏻🗳 I already voted and although it was by mail, it was still… https://t.co/e0S98JARgD",11/8/2016 13:58,43.0403081,-89.10681033,"Place(name='Wisconsin', _api=<tweepy.api.API object at 0x110ec6630>, url='https://api.twitter.com/1.1/geo/id/7dc5c6d3bfb10ccc.json', full_name='Wisconsin, USA', place_type='admin', country_code='US', attributes={}, country='United States', bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x110ec6630>, coordinates=[[[-92.889433, 42.491921], [-86.24955, 42.491921], [-86.24955, 47.309715], [-92.889433, 47.309715]]], type='Polygon'), contained_within=[], id='7dc5c6d3bfb10ccc')","{'coordinates': [-89.10681033, 43.0403081], 'type': 'Point'}","Deerfield, WI",0.057896815,negative,Sadness,Election
It's finally here! 🇺🇸🇺🇸#makinghistory  #election2016 #imwithher #vote #goVote #LAlife #iloveLA… https://t.co/fMCSjf5TrY,11/8/2016 13:57,39.33211197,-76.62964455,"Place(name='Baltimore', _api=<tweepy.api.API object at 0x110ec6630>, url='https://api.twitter.com/1.1/geo/id/c0b8e8dc81930292.json', full_name='Baltimore, MD', place_type='city', country_code='US', attributes={}, country='United States', bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x110ec6630>, coordinates=[[[-76.7115205, 39.197211], [-76.529443, 39.197211], [-76.529443, 39.372215], [-76.7115205, 39.372215]]], type='Polygon'), contained_within=[], id='c0b8e8dc81930292')","{'coordinates': [-76.62964455, 39.33211197], 'type': 'Point'}","Baltimore, MD",0.108836579,negative,Joy,Hillary
It's here! Watch the election results with us!!!!! #election2016 #newfallmenu #chefmichaelpryor… https://t.co/R2hiomBLUW,11/8/2016 13:57,40.27539268,-76.89276114,"Place(name='Pennsylvania', _api=<tweepy.api.API object at 0x110ec6630>, url='https://api.twitter.com/1.1/geo/id/dd9c503d6c35364b.json', full_name='Pennsylvania, USA', place_type='admin', country_code='US', attributes={}, country='United States', bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x110ec6630>, coordinates=[[[-80.519851, 39.719801], [-74.689517, 39.719801], [-74.689517, 42.516072], [-80.519851, 42.516072]]], type='Polygon'), contained_within=[], id='dd9c503d6c35364b')","{'coordinates': [-76.89276114, 40.27539268], 'type': 'Point'}",Harrisburg PA,0.055728215,negative,Joy,Election
"It's mourning in America, again. #RIPAmerica #election2016 #hillaryclinton #donaldtrump… https://t.co/8rCWpe4lkG",11/8/2016 13:57,40.8102,-73.9566,"Place(name='Manhattan', _api=<tweepy.api.API object at 0x110ec6630>, url='https://api.twitter.com/1.1/geo/id/01a9a39529b27f36.json', full_name='Manhattan, NY', place_type='city', country_code='US', attributes={}, country='United States', bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x110ec6630>, coordinates=[[[-74.026675, 40.683935], [-73.910408, 40.683935], [-73.910408, 40.877483], [-74.026675, 40.877483]]], type='Polygon'), contained_within=[], id='01a9a39529b27f36')","{'coordinates': [-73.9566, 40.8102], 'type': 'Point'}","New York, NY",0.108836579,negative,Sadness,Hillary
"It's on...
Let's do this #usa  and please don't mess it up!!!
#election2016 #clinton and the… https://t.co/gJAuPBkraB",11/8/2016 13:56,44.48244866,-73.1976842,"Place(name='Burlington', _api=<tweepy.api.API object at 0x110ec6630>, url='https://api.twitter.com/1.1/geo/id/8f07721fe6eb5c41.json', full_name='Burlington, VT', place_type='city', country_code='US', attributes={}, country='United States', bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x110ec6630>, coordinates=[[[-73.2769947, 44.445714], [-73.1745496, 44.445714], [-73.1745496, 44.539485], [-73.2769947, 44.539485]]], type='Polygon'), contained_within=[], id='8f07721fe6eb5c41')","{'coordinates': [-73.1976842, 44.48244866], 'type': 'Point'}",Burlington Vermont USA ,0.930886893,negative,Fear,Election
"It's over, it's done.  #Election2016 #Brooklyn @ Ocean Hill, Brooklyn https://t.co/gUxvUSTnhY",11/8/2016 13:56,37.63100973,-97.37603838,"Place(name='Wichita', _api=<tweepy.api.API object at 0x110ec6630>, url='https://api.twitter.com/1.1/geo/id/1661ada9b2b18024.json', full_name='Wichita, KS', place_type='city', country_code='US', attributes={}, country='United States', bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x110ec6630>, coordinates=[[[-97.5349059, 37.562483], [-97.152924, 37.562483], [-97.152924, 37.80531], [-97.5349059, 37.80531]]], type='Polygon'), contained_within=[], id='1661ada9b2b18024')","{'coordinates': [-97.37603838, 37.63100973], 'type': 'Point'}","Kansas, USA",0.108836579,negative,Surprise,Election
"It's that time again - do that thang! #vote #election2016 #IVoted 🇺🇸❤️🇺🇸 @ Los Angeles, California https://t.co/yDdZ6PjtKZ",11/8/2016 13:56,40.80911331,-73.9515024,"Place(name='Manhattan', _api=<tweepy.api.API object at 0x110ec6630>, url='https://api.twitter.com/1.1/geo/id/01a9a39529b27f36.json', full_name='Manhattan, NY', place_type='city', country_code='US', attributes={}, country='United States', bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x110ec6630>, coordinates=[[[-74.026675, 40.683935], [-73.910408, 40.683935], [-73.910408, 40.877483], [-74.026675, 40.877483]]], type='Polygon'), contained_within=[], id='01a9a39529b27f36')","{'coordinates': [-73.9515024, 40.80911331], 'type': 'Point'}",L.A. | NYC | International,0.108836579,negative,Surprise,Election
"it's time to exercise my civic duty! #election2016 (@ Aviation Gym in Redondo Beach, CA) https://t.co/gOdUyBh8g5",11/8/2016 13:55,40.039617,-84.199902,"Place(name='Troy', _api=<tweepy.api.API object at 0x110ec6630>, url='https://api.twitter.com/1.1/geo/id/14a79681d2bdaa7d.json', full_name='Troy, OH', place_type='city', country_code='US', attributes={}, country='United States', bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x110ec6630>, coordinates=[[[-84.262816, 39.995246], [-84.169631, 39.995246], [-84.169631, 40.082253], [-84.262816, 40.082253]]], type='Polygon'), contained_within=[], id='14a79681d2bdaa7d')","{'coordinates': [-84.199902, 40.039617], 'type': 'Point'}","Troy, Ohio",0.108836579,negative,Fear,Election
"It's time. Let's bring it on home. #imwithher #election2016 🇺🇸 @ New York, New York https://t.co/YSqF0tcJ8v",11/8/2016 13:55,37.05078,-76.41628,"Place(name='Hampton', _api=<tweepy.api.API object at 0x110ec6630>, url='https://api.twitter.com/1.1/geo/id/2f5f5ba43ec2f5a9.json', full_name='Hampton, VA', place_type='city', country_code='US', attributes={}, country='United States', bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x110ec6630>, coordinates=[[[-76.451006, 36.989568], [-76.273546, 36.989568], [-76.273546, 37.112225], [-76.451006, 37.112225]]], type='Polygon'), contained_within=[], id='2f5f5ba43ec2f5a9')","{'coordinates': [-76.41628, 37.05078], 'type': 'Point'}","Hampton, VA",0.108836579,negative,Joy,Hillary
"It's too early to be awake, but not too early to vote. #currentview #election #election2016… https://t.co/6x7XH9K2Cg",11/8/2016 13:55,41.52759414,-72.77333253,"Place(name='Meriden', _api=<tweepy.api.API object at 0x110ec6630>, url='https://api.twitter.com/1.1/geo/id/b5b8c8c3b9775063.json', full_name='Meriden, CT', place_type='city', country_code='US', attributes={}, country='United States', bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x110ec6630>, coordinates=[[[-72.859208, 41.495568], [-72.744752, 41.495568], [-72.744752, 41.578899], [-72.859208, 41.578899]]], type='Polygon'), contained_within=[], id='b5b8c8c3b9775063')","{'coordinates': [-72.77333253, 41.52759414], 'type': 'Point'}","Meriden, CT",0.108836579,negative,Joy,Election
"It's up to you America 🇺🇸
#Election2016
#Voted
#GodBlessAmerica @… https://t.co/mEHfkWReDI",11/8/2016 13:54,38.90417202,-77.01381402,"Place(name='Washington', _api=<tweepy.api.API object at 0x110ec6630>, url='https://api.twitter.com/1.1/geo/id/01fbe706f872cb32.json', full_name='Washington, DC', place_type='city', country_code='US', attributes={}, country='United States', bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x110ec6630>, coordinates=[[[-77.119401, 38.801826], [-76.909396, 38.801826], [-76.909396, 38.9953797], [-77.119401, 38.9953797]]], type='Polygon'), contained_within=[], id='01fbe706f872cb32')","{'coordinates': [-77.01381402, 38.90417202], 'type': 'Point'}","Washington, DC",0.108836579,negative,Joy,Election
I've cast my #vote #election2016 @ Metroplex Chapel Church https://t.co/PAINFjDpW1,11/8/2016 14:09,44.65630538,-85.69567131,"Place(name='Michigan', _api=<tweepy.api.API object at 0x110ec6630>, url='https://api.twitter.com/1.1/geo/id/67d92742f1ebf307.json', full_name='Michigan, USA', place_type='admin', country_code='US', attributes={}, country='United States', bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x110ec6630>, coordinates=[[[-90.4181075, 41.696088], [-82.122971, 41.696088], [-82.122971, 48.306272], [-90.4181075, 48.306272]]], type='Polygon'), contained_within=[], id='67d92742f1ebf307')","{'coordinates': [-85.69567131, 44.65630538], 'type': 'Point'}","Traverse City, MI",0.055728215,negative,Fear,Election
"I've done my duty, have you done your?. #election2016 #vote #ivoted @ Christie's Dairy Delights… https://t.co/qzjTzmU2Uf",11/8/2016 14:09,25.8685188,-80.1230121,"Place(name='Miami Beach', _api=<tweepy.api.API object at 0x110ec6630>, url='https://api.twitter.com/1.1/geo/id/0121b92345f0e2b4.json', full_name='Miami Beach, FL', place_type='city', country_code='US', attributes={}, country='United States', bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x110ec6630>, coordinates=[[[-80.147162, 25.7613083], [-80.1187628, 25.7613083], [-80.1187628, 25.872623], [-80.147162, 25.872623]]], type='Polygon'), contained_within=[], id='0121b92345f0e2b4')","{'coordinates': [-80.1230121, 25.8685188], 'type': 'Point'}","Miami, FL",0.108836579,negative,Surprise,Election
I've done my duty. #getoutandvote #ididitwithtwokids #election2016 @… https://t.co/T6PPU2NuZh,11/8/2016 14:09,40.08743823,-86.07495279,"Place(name='Noblesville', _api=<tweepy.api.API object at 0x110ec6630>, url='https://api.twitter.com/1.1/geo/id/013e3bc05a18abdc.json', full_name='Noblesville, IN', place_type='city', country_code='US', attributes={}, country='United States', bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x110ec6630>, coordinates=[[[-86.090354, 39.993436], [-85.9329443, 39.993436], [-85.9329443, 40.10716], [-86.090354, 40.10716]]], type='Polygon'), contained_within=[], id='013e3bc05a18abdc')","{'coordinates': [-86.07495279, 40.08743823], 'type': 'Point'}","Indianapolis, IN",0.108836579,negative,Joy,Election
Join the senior class tonight. #waldorfeducation #waldorf #election2016 #election #electionnight… https://t.co/96h7mOmZpB,11/8/2016 13:53,35.58072268,-97.56388225,"Place(name='Oklahoma City', _api=<tweepy.api.API object at 0x110ec6630>, url='https://api.twitter.com/1.1/geo/id/9531d4e3bbafc09d.json', full_name='Oklahoma City, OK', place_type='city', country_code='US', attributes={}, country='United States', bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x110ec6630>, coordinates=[[[-97.768683, 35.290722], [-97.335639, 35.290722], [-97.335639, 35.674965], [-97.768683, 35.674965]]], type='Polygon'), contained_within=[], id='9531d4e3bbafc09d')","{'coordinates': [-97.56388225, 35.58072268], 'type': 'Point'}",Oklahoma City,0.926848254,negative,Fear,Election
"Julian's first vote for president
#ivoted🇺🇸 #election2016 @ President Street, Park Slope https://t.co/f525q7aCyk",11/8/2016 13:53,40.71739766,-73.95743271,"Place(name='Brooklyn', _api=<tweepy.api.API object at 0x110ec6630>, url='https://api.twitter.com/1.1/geo/id/011add077f4d2da3.json', full_name='Brooklyn, NY', place_type='city', country_code='US', attributes={}, country='United States', bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x110ec6630>, coordinates=[[[-74.041878, 40.570842], [-73.855673, 40.570842], [-73.855673, 40.739434], [-74.041878, 40.739434]]], type='Polygon'), contained_within=[], id='011add077f4d2da3')","{'coordinates': [-73.95743271, 40.71739766], 'type': 'Point'}","New York, NY",0.108836579,negative,Joy,Election
